id,name,name_reverse,class,label,subject_class,object_class,new_class
1602,Kirchenrecht und deutsches Recht,,person institution relation,hat promoviert >> Kirchenrecht und deutsches Recht,person,institution,AusbildungAn
1603,klassische Archäologie,,person institution relation,hat sich habilitiert >> klassische Archäologie,person,institution,AusbildungAn
1604,klassische Archäologie,,person institution relation,hat promoviert >> klassische Archäologie,person,institution,AusbildungAn
1605,klassische Archäologie mit besonderer Berücksichtigung der Feldarchäologie und der römischen Altertumskunde,,person institution relation,hat sich habilitiert >> klassische Archäologie mit besonderer Berücksichtigung der Feldarchäologie und der römischen Altertumskunde,person,institution,AusbildungAn
1606,klassische Archäologie mit besonderer Berücksichtigung der Feldarchäologie und der römischen Altertumskunde,,person institution relation,hat promoviert >> klassische Archäologie mit besonderer Berücksichtigung der Feldarchäologie und der römischen Altertumskunde,person,institution,AusbildungAn
1607,klassische Archäologie mit besonderer Berücksichtigung der römischen Provinzialarchäologie,,person institution relation,hat sich habilitiert >> klassische Archäologie mit besonderer Berücksichtigung der römischen Provinzialarchäologie,person,institution,AusbildungAn
1608,klassische Archäologie mit besonderer Berücksichtigung der römischen Provinzialarchäologie,,person institution relation,hat promoviert >> klassische Archäologie mit besonderer Berücksichtigung der römischen Provinzialarchäologie,person,institution,AusbildungAn
1609,klassische Philologie,,person institution relation,hat sich habilitiert >> klassische Philologie,person,institution,AusbildungAn
1610,klassische Philologie,,person institution relation,hat promoviert >> klassische Philologie,person,institution,AusbildungAn
1611,kosmische Physik,,person institution relation,hat sich habilitiert >> kosmische Physik,person,institution,AusbildungAn
1612,kosmische Physik,,person institution relation,hat promoviert >> kosmische Physik,person,institution,AusbildungAn
1613,Kunstgeschichte,,person institution relation,hat sich habilitiert >> Kunstgeschichte,person,institution,AusbildungAn
1614,Kunstgeschichte,,person institution relation,hat promoviert >> Kunstgeschichte,person,institution,AusbildungAn
1615,Kunstgeschichte mit besonderer Berücksichtigung der byzantinischen und österreichischen Kunst,,person institution relation,hat sich habilitiert >> Kunstgeschichte mit besonderer Berücksichtigung der byzantinischen und österreichischen Kunst,person,institution,AusbildungAn
1616,Kunstgeschichte mit besonderer Berücksichtigung der byzantinischen und österreichischen Kunst,,person institution relation,hat promoviert >> Kunstgeschichte mit besonderer Berücksichtigung der byzantinischen und österreichischen Kunst,person,institution,AusbildungAn
1617,Mathematik,,person institution relation,hat sich habilitiert >> Mathematik,person,institution,AusbildungAn
1618,Mathematik,,person institution relation,hat promoviert >> Mathematik,person,institution,AusbildungAn
1619,mathematische Physik,,person institution relation,hat sich habilitiert >> mathematische Physik,person,institution,AusbildungAn
1620,mathematische Physik,,person institution relation,hat promoviert >> mathematische Physik,person,institution,AusbildungAn
1621,Mechanik,,person institution relation,hat sich habilitiert >> Mechanik,person,institution,AusbildungAn
1622,Mechanik,,person institution relation,hat promoviert >> Mechanik,person,institution,AusbildungAn
1623,Mechanik und Maschinenlehre,,person institution relation,hat sich habilitiert >> Mechanik und Maschinenlehre,person,institution,AusbildungAn
1624,Mechanik und Maschinenlehre,,person institution relation,hat promoviert >> Mechanik und Maschinenlehre,person,institution,AusbildungAn
1625,mechanische Technologie und Materialprüfungswesen,,person institution relation,hat sich habilitiert >> mechanische Technologie und Materialprüfungswesen,person,institution,AusbildungAn
1626,mechanische Technologie und Materialprüfungswesen,,person institution relation,hat promoviert >> mechanische Technologie und Materialprüfungswesen,person,institution,AusbildungAn
1627,medizinische Klinik,,person institution relation,hat sich habilitiert >> medizinische Klinik,person,institution,AusbildungAn
1628,medizinische Klinik,,person institution relation,hat promoviert >> medizinische Klinik,person,institution,AusbildungAn
1629,Meteorologie,,person institution relation,hat sich habilitiert >> Meteorologie,person,institution,AusbildungAn
1630,Meteorologie,,person institution relation,hat promoviert >> Meteorologie,person,institution,AusbildungAn
1631,Meteorologie und Geophysik,,person institution relation,hat sich habilitiert >> Meteorologie und Geophysik,person,institution,AusbildungAn
1632,Meteorologie und Geophysik,,person institution relation,hat promoviert >> Meteorologie und Geophysik,person,institution,AusbildungAn
1633,Meteorologie und Geophysik und Ozeanographie,,person institution relation,hat sich habilitiert >> Meteorologie und Geophysik und Ozeanographie,person,institution,AusbildungAn
1634,Meteorologie und Geophysik und Ozeanographie,,person institution relation,hat promoviert >> Meteorologie und Geophysik und Ozeanographie,person,institution,AusbildungAn
1635,Mineralogie,,person institution relation,hat sich habilitiert >> Mineralogie,person,institution,AusbildungAn
1636,Mineralogie,,person institution relation,hat promoviert >> Mineralogie,person,institution,AusbildungAn
1637,Mineralogie mit Gesteinskunde und Kristallchemie,,person institution relation,hat sich habilitiert >> Mineralogie mit Gesteinskunde und Kristallchemie,person,institution,AusbildungAn
1638,Mineralogie mit Gesteinskunde und Kristallchemie,,person institution relation,hat promoviert >> Mineralogie mit Gesteinskunde und Kristallchemie,person,institution,AusbildungAn
1639,Mineralogie und Geologie,,person institution relation,hat sich habilitiert >> Mineralogie und Geologie,person,institution,AusbildungAn
1640,Mineralogie und Geologie,,person institution relation,hat promoviert >> Mineralogie und Geologie,person,institution,AusbildungAn
1641,Mineralogie und Petrographie,,person institution relation,hat sich habilitiert >> Mineralogie und Petrographie,person,institution,AusbildungAn
1642,Mineralogie und Petrographie,,person institution relation,hat promoviert >> Mineralogie und Petrographie,person,institution,AusbildungAn
1643,Mineralogie und Technische Geologie,,person institution relation,hat sich habilitiert >> Mineralogie und Technische Geologie,person,institution,AusbildungAn
1644,Mineralogie und Technische Geologie,,person institution relation,hat promoviert >> Mineralogie und Technische Geologie,person,institution,AusbildungAn
1645,"Mineralogie, Geognosie und Botanik",,person institution relation,"hat sich habilitiert >> Mineralogie, Geognosie und Botanik",person,institution,AusbildungAn
1646,"Mineralogie, Geognosie und Botanik",,person institution relation,"hat promoviert >> Mineralogie, Geognosie und Botanik",person,institution,AusbildungAn
1647,mittelalterliche und Landesgeschichte,,person institution relation,hat sich habilitiert >> mittelalterliche und Landesgeschichte,person,institution,AusbildungAn
1648,mittelalterliche und Landesgeschichte,,person institution relation,hat promoviert >> mittelalterliche und Landesgeschichte,person,institution,AusbildungAn
1649,mittlere und neuere Geschichte,,person institution relation,hat sich habilitiert >> mittlere und neuere Geschichte,person,institution,AusbildungAn
1650,mittlere und neuere Geschichte,,person institution relation,hat promoviert >> mittlere und neuere Geschichte,person,institution,AusbildungAn
1651,mittlere und neuere Kunstgeschichte,,person institution relation,hat sich habilitiert >> mittlere und neuere Kunstgeschichte,person,institution,AusbildungAn
1652,mittlere und neuere Kunstgeschichte,,person institution relation,hat promoviert >> mittlere und neuere Kunstgeschichte,person,institution,AusbildungAn
1653,Münz- und Altertumskunde,,person institution relation,hat sich habilitiert >> Münz- und Altertumskunde,person,institution,AusbildungAn
1654,Münz- und Altertumskunde,,person institution relation,hat promoviert >> Münz- und Altertumskunde,person,institution,AusbildungAn
1655,Musikwissenschaft,,person institution relation,hat sich habilitiert >> Musikwissenschaft,person,institution,AusbildungAn
1656,Musikwissenschaft,,person institution relation,hat promoviert >> Musikwissenschaft,person,institution,AusbildungAn
1657,Nachrichtentechnik,,person institution relation,hat sich habilitiert >> Nachrichtentechnik,person,institution,AusbildungAn
1658,Nachrichtentechnik,,person institution relation,hat promoviert >> Nachrichtentechnik,person,institution,AusbildungAn
1659,Nationalökonomie und Finanzwissenschaft,,person institution relation,hat sich habilitiert >> Nationalökonomie und Finanzwissenschaft,person,institution,AusbildungAn
1660,Nationalökonomie und Finanzwissenschaft,,person institution relation,hat promoviert >> Nationalökonomie und Finanzwissenschaft,person,institution,AusbildungAn
1661,neuere Kunstgeschichte,,person institution relation,hat sich habilitiert >> neuere Kunstgeschichte,person,institution,AusbildungAn
1662,neuere Kunstgeschichte,,person institution relation,hat promoviert >> neuere Kunstgeschichte,person,institution,AusbildungAn
1663,Neurologie,,person institution relation,hat sich habilitiert >> Neurologie,person,institution,AusbildungAn
1664,Neurologie,,person institution relation,hat promoviert >> Neurologie,person,institution,AusbildungAn
1665,Organische Chemie,,person institution relation,hat sich habilitiert >> Organische Chemie,person,institution,AusbildungAn
1666,Organische Chemie,,person institution relation,hat promoviert >> Organische Chemie,person,institution,AusbildungAn
1667,Organische Chemie und Biochemie,,person institution relation,hat sich habilitiert >> Organische Chemie und Biochemie,person,institution,AusbildungAn
1668,Organische Chemie und Biochemie,,person institution relation,hat promoviert >> Organische Chemie und Biochemie,person,institution,AusbildungAn
1669,orientalische Sprache,,person institution relation,hat sich habilitiert >> orientalische Sprache,person,institution,AusbildungAn
1670,orientalische Sprache,,person institution relation,hat promoviert >> orientalische Sprache,person,institution,AusbildungAn
1671,Orientkunde,,person institution relation,hat sich habilitiert >> Orientkunde,person,institution,AusbildungAn
1672,Orientkunde,,person institution relation,hat promoviert >> Orientkunde,person,institution,AusbildungAn
1673,österreichische Geschichte,,person institution relation,hat sich habilitiert >> österreichische Geschichte,person,institution,AusbildungAn
1674,österreichische Geschichte,,person institution relation,hat promoviert >> österreichische Geschichte,person,institution,AusbildungAn
1675,österreichische Geschichte mit besonderer Berücksichtigung der Neuzeit und der Hilfswissenschaften,,person institution relation,hat sich habilitiert >> österreichische Geschichte mit besonderer Berücksichtigung der Neuzeit und der Hilfswissenschaften,person,institution,AusbildungAn
